text,label,category,target,source,char_length,word_count,digit_count,has_url,has_phone
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,safe,Standard SMS,0,UCI SMS Spam Collection,131,30,0,0,0
"Found it, ENC  &lt;#&gt; , where you at?",safe,Standard SMS,0,UCI SMS Spam Collection,40,8,0,0,0
I sent you  &lt;#&gt;  bucks,safe,Standard SMS,0,UCI SMS Spam Collection,28,5,0,0,0
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,safe,Standard SMS,0,UCI SMS Spam Collection,84,18,0,0,0
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,safe,Standard SMS,0,UCI SMS Spam Collection,174,26,0,0,0
Goodmorning sleeping ga.,safe,Standard SMS,0,UCI SMS Spam Collection,24,3,0,0,0
U call me alter at 11 ok.,safe,Standard SMS,0,UCI SMS Spam Collection,25,7,2,0,0
Ã say until like dat i dun buy ericsson oso cannot oredi lar...,safe,Standard SMS,0,UCI SMS Spam Collection,64,13,0,0,0
"Aight yo, dats straight dogg",safe,Standard SMS,0,UCI SMS Spam Collection,28,5,0,0,0
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,safe,Standard SMS,0,UCI SMS Spam Collection,86,13,0,0,0
Both :) i shoot big loads so get ready!,safe,Standard SMS,0,UCI SMS Spam Collection,39,9,0,0,0
"What's up bruv, hope you had a great break. Do have a rewarding semester.",safe,Standard SMS,0,UCI SMS Spam Collection,73,14,0,0,0
Home so we can always chat,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
K:)k:)good:)study well.,safe,Standard SMS,0,UCI SMS Spam Collection,23,2,0,0,0
Yup... How Ã¼ noe leh...,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
Sounds great! Are you home now?,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Finally the match heading towards draw as your prediction.,safe,Standard SMS,0,UCI SMS Spam Collection,58,9,0,0,0
Tired. I haven't slept well the past few nights.,safe,Standard SMS,0,UCI SMS Spam Collection,48,9,0,0,0
Easy ah?sen got selected means its good..,safe,Standard SMS,0,UCI SMS Spam Collection,41,7,0,0,0
I have to take exam with march 3,safe,Standard SMS,0,UCI SMS Spam Collection,32,8,1,0,0
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,safe,Standard SMS,0,UCI SMS Spam Collection,159,35,0,0,0
Ok no prob. Take ur time.,safe,Standard SMS,0,UCI SMS Spam Collection,25,6,0,0,0
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,safe,Standard SMS,0,UCI SMS Spam Collection,161,30,0,0,0
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,safe,Standard SMS,0,UCI SMS Spam Collection,119,26,0,0,0
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",scam,SMS Spam,1,UCI SMS Spam Collection,143,21,31,1,0
Would really appreciate if you call me. Just need someone to talk to.,safe,Standard SMS,0,UCI SMS Spam Collection,69,13,0,0,0
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",scam,SMS Spam,1,UCI SMS Spam Collection,137,30,2,0,0
Hey company elama po mudyadhu.,safe,Standard SMS,0,UCI SMS Spam Collection,30,5,0,0,0
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",safe,Standard SMS,0,UCI SMS Spam Collection,165,27,0,0,0
Dear good morning now only i am up,safe,Standard SMS,0,UCI SMS Spam Collection,34,8,0,0,0
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,safe,Standard SMS,0,UCI SMS Spam Collection,109,20,0,0,0
Dear we are going to our rubber place,safe,Standard SMS,0,UCI SMS Spam Collection,37,8,0,0,0
"Sorry battery died, yeah I'm here",safe,Standard SMS,0,UCI SMS Spam Collection,33,6,0,0,0
Yes:)here tv is always available in work place..,safe,Standard SMS,0,UCI SMS Spam Collection,48,8,0,0,0
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,scam,SMS Spam,1,UCI SMS Spam Collection,157,34,7,0,0
I have printed it oh. So  &lt;#&gt;  come upstairs,safe,Standard SMS,0,UCI SMS Spam Collection,50,9,0,0,0
Or ill be a little closer like at the bus stop on the same street,safe,Standard SMS,0,UCI SMS Spam Collection,65,15,0,0,0
Where are you?when wil you reach here?,safe,Standard SMS,0,UCI SMS Spam Collection,38,7,0,0,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",safe,Standard SMS,0,UCI SMS Spam Collection,145,27,0,0,0
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,scam,SMS Spam,1,UCI SMS Spam Collection,145,25,24,0,1
Tomarrow final hearing on my laptop case so i cant.,safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,safe,Standard SMS,0,UCI SMS Spam Collection,45,7,0,0,0
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",safe,Standard SMS,0,UCI SMS Spam Collection,83,16,0,0,0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",safe,Standard SMS,0,UCI SMS Spam Collection,155,32,1,0,0
U don't remember that old commercial?,safe,Standard SMS,0,UCI SMS Spam Collection,37,6,0,0,0
Too late. I said i have the website. I didn't i have or dont have the slippers,safe,Standard SMS,0,UCI SMS Spam Collection,78,17,0,0,0
I asked you to call him now ok,safe,Standard SMS,0,UCI SMS Spam Collection,30,8,0,0,0
Kallis wont bat in 2nd innings.,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,1,0,0
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,safe,Standard SMS,0,UCI SMS Spam Collection,146,30,0,0,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,scam,SMS Spam,1,UCI SMS Spam Collection,150,23,22,1,0
Ranjith cal drpd Deeraj and deepak 5min hold,safe,Standard SMS,0,UCI SMS Spam Collection,44,8,1,0,0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",safe,Standard SMS,0,UCI SMS Spam Collection,179,34,0,0,0
What you doing?how are you?,safe,Standard SMS,0,UCI SMS Spam Collection,27,5,0,0,0
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",safe,Standard SMS,0,UCI SMS Spam Collection,179,37,2,0,0
"I'm back, lemme know when you're ready",safe,Standard SMS,0,UCI SMS Spam Collection,38,7,0,0,0
Don't necessarily expect it to be done before you get back though because I'm just now headin out,safe,Standard SMS,0,UCI SMS Spam Collection,97,18,0,0,0
Mmm so yummy babe ... Nice jolt to the suzy,safe,Standard SMS,0,UCI SMS Spam Collection,43,10,0,0,0
Where are you lover ? I need you ...,safe,Standard SMS,0,UCI SMS Spam Collection,36,9,0,0,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,scam,SMS Spam,1,UCI SMS Spam Collection,154,27,14,0,1
Iâm parked next to a MINI!!!! When are you coming in today do you think?,safe,Standard SMS,0,UCI SMS Spam Collection,74,15,0,0,0
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,safe,Standard SMS,0,UCI SMS Spam Collection,85,18,0,0,0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,safe,Standard SMS,0,UCI SMS Spam Collection,51,11,10,0,0
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,scam,SMS Spam,1,UCI SMS Spam Collection,121,25,13,0,0
Why you Dint come with us.,safe,Standard SMS,0,UCI SMS Spam Collection,26,6,0,0,0
Same. Wana plan a trip sometme then,safe,Standard SMS,0,UCI SMS Spam Collection,35,7,0,0,0
"Not sure yet, still trying to get a hold of him",safe,Standard SMS,0,UCI SMS Spam Collection,47,11,0,0,0
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,scam,SMS Spam,1,UCI SMS Spam Collection,159,27,19,1,0
The evo. I just had to download flash. Jealous?,safe,Standard SMS,0,UCI SMS Spam Collection,47,9,0,0,0
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,scam,SMS Spam,1,UCI SMS Spam Collection,133,24,0,0,0
"Come to mu, we're sorting out our narcotics situation",safe,Standard SMS,0,UCI SMS Spam Collection,53,9,0,0,0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",safe,Standard SMS,0,UCI SMS Spam Collection,147,29,0,0,0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,scam,SMS Spam,1,UCI SMS Spam Collection,155,25,12,1,0
"Usf I guess, might as well take 1 car",safe,Standard SMS,0,UCI SMS Spam Collection,37,9,1,0,0
No objection. My bf not coming.,safe,Standard SMS,0,UCI SMS Spam Collection,31,6,0,0,0
Thanx...,safe,Standard SMS,0,UCI SMS Spam Collection,8,1,0,0,0
Tell rob to mack his gf in the theater,safe,Standard SMS,0,UCI SMS Spam Collection,38,9,0,0,0
"Awesome, I'll see you in a bit",safe,Standard SMS,0,UCI SMS Spam Collection,30,7,0,0,0
Just sent it. So what type of food do you like?,safe,Standard SMS,0,UCI SMS Spam Collection,47,11,0,0,0
All done? All handed in? Celebrations in full swing yet?,safe,Standard SMS,0,UCI SMS Spam Collection,56,10,0,0,0
You got called a tool?,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",safe,Standard SMS,0,UCI SMS Spam Collection,141,25,0,0,0
Ok. I asked for money how far,safe,Standard SMS,0,UCI SMS Spam Collection,29,7,0,0,0
Okie...,safe,Standard SMS,0,UCI SMS Spam Collection,7,1,0,0,0
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",safe,Standard SMS,0,UCI SMS Spam Collection,121,25,0,0,0
"K, I might come by tonight then if my class lets out early",safe,Standard SMS,0,UCI SMS Spam Collection,58,13,0,0,0
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,safe,Standard SMS,0,UCI SMS Spam Collection,148,35,1,0,0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",safe,Standard SMS,0,UCI SMS Spam Collection,160,33,0,0,0
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",safe,Standard SMS,0,UCI SMS Spam Collection,152,21,0,0,0
Hey you told your name to gautham ah?,safe,Standard SMS,0,UCI SMS Spam Collection,37,8,0,0,0
Haf u found him? I feel so stupid da v cam was working.,safe,Standard SMS,0,UCI SMS Spam Collection,55,13,0,0,0
Oops. 4 got that bit.,safe,Standard SMS,0,UCI SMS Spam Collection,21,5,1,0,0
Are you this much buzy,safe,Standard SMS,0,UCI SMS Spam Collection,22,5,0,0,0
I accidentally deleted the message. Resend please.,safe,Standard SMS,0,UCI SMS Spam Collection,50,7,0,0,0
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,scam,SMS Spam,1,UCI SMS Spam Collection,159,29,13,0,0
Unless it's a situation where YOU GO GURL would be more appropriate,safe,Standard SMS,0,UCI SMS Spam Collection,67,12,0,0,0
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,safe,Standard SMS,0,UCI SMS Spam Collection,153,35,0,0,0
I cant pick the phone right now. Pls send a message,safe,Standard SMS,0,UCI SMS Spam Collection,51,11,0,0,0
Need a coffee run tomo?Can't believe it's that time of week already,safe,Standard SMS,0,UCI SMS Spam Collection,67,12,0,0,0
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",safe,Standard SMS,0,UCI SMS Spam Collection,88,17,0,0,0
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",safe,Standard SMS,0,UCI SMS Spam Collection,157,31,0,0,0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,safe,Standard SMS,0,UCI SMS Spam Collection,90,21,0,0,0
He is a womdarfull actor,safe,Standard SMS,0,UCI SMS Spam Collection,24,5,0,0,0
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",scam,SMS Spam,1,UCI SMS Spam Collection,146,23,8,1,0
Yup... From what i remb... I think should be can book...,safe,Standard SMS,0,UCI SMS Spam Collection,56,11,0,0,0
Jos ask if u wana meet up?,safe,Standard SMS,0,UCI SMS Spam Collection,26,7,0,0,0
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,safe,Standard SMS,0,UCI SMS Spam Collection,71,14,0,0,0
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",scam,SMS Spam,1,UCI SMS Spam Collection,138,24,5,0,0
Where are the garage keys? They aren't on the bookshelf,safe,Standard SMS,0,UCI SMS Spam Collection,55,10,0,0,0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,safe,Standard SMS,0,UCI SMS Spam Collection,156,24,3,0,0
"Think ur smart ? Win Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",scam,SMS Spam,1,UCI SMS Spam Collection,134,25,18,0,0
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,safe,Standard SMS,0,UCI SMS Spam Collection,119,24,0,0,0
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",safe,Standard SMS,0,UCI SMS Spam Collection,142,33,2,0,0
You made my day. Do have a great day too.,safe,Standard SMS,0,UCI SMS Spam Collection,41,10,0,0,0
K.k:)advance happy pongal.,safe,Standard SMS,0,UCI SMS Spam Collection,26,3,0,0,0
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",safe,Standard SMS,0,UCI SMS Spam Collection,119,24,1,0,0
"Not really dude, have no friends i'm afraid :(",safe,Standard SMS,0,UCI SMS Spam Collection,46,9,0,0,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,scam,SMS Spam,1,UCI SMS Spam Collection,157,27,13,0,1
"Coffee cake, i guess...",safe,Standard SMS,0,UCI SMS Spam Collection,23,4,0,0,0
"Merry Christmas to you too babe, i love ya *kisses*",safe,Standard SMS,0,UCI SMS Spam Collection,51,10,0,0,0
Hey... Why dont we just go watch x men and have lunch... Haha,safe,Standard SMS,0,UCI SMS Spam Collection,61,13,0,0,0
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,safe,Standard SMS,0,UCI SMS Spam Collection,107,28,4,0,0
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,safe,Standard SMS,0,UCI SMS Spam Collection,157,31,0,0,0
No problem. How are you doing?,safe,Standard SMS,0,UCI SMS Spam Collection,30,6,0,0,0
